id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
645,Tobe,Shallcrass,Tobe.Shallcrass@datascience.aot.com,Female,Gold,PhD,$233.97,$693.99,Prescott,AZ
646,Hendrick,Kirvell,Hendrick.Kirvell@datascience.aot.com,Non-binary,None,PhD,$273.43,$446.42,,
647,Demetrius,Duggleby,Demetrius.Duggleby@datascience.aot.com,Male,Silver,PhD,$349.14,"$4,564.65",San Antonio,TX
648,Ingelbert,Ben,Ingelbert.Ben@datascience.aot.com,Male,Silver,Master Degree,$199.70,"$4,757.20",Minneapolis,MN
649,Mariel,Weldrake,Mariel.Weldrake@datascience.aot.com,Female,None,Master Degree,$216.63,"$4,019.70",Miami,FL
650,North,Maddison,North.Maddison@datascience.aot.com,Male,None,,,,Fresno,CA
651,Germain,Rushbrook,Germain.Rushbrook@datascience.aot.com,Male,None,Bachelor Degree,$343.83,"$3,283.11",Cleveland,OH
652,Desi,McShee,Desi.McShee@datascience.aot.com,Bigender,None,PhD,$174.70,"$2,532.91",Wichita,KS
653,Drusilla,Frost,Drusilla.Frost@datascience.aot.com,Female,Platnium,PhD,$398.13,"$4,919.50",Greenville,SC
654,Dorita,Manjot,Dorita.Manjot@datascience.aot.com,Female,Gold,Some College,$180.93,"$3,663.00",Temple,TX
655,Cleve,Everest,Cleve.Everest@datascience.aot.com,Male,Silver,Bachelor Degree,$160.07,"$3,529.46",Migrate,KY
656,Cliff,Lohrensen,Cliff.Lohrensen@datascience.aot.com,Male,Silver,Bachelor Degree,$224.54,"$1,143.17",Sandy,UT
657,Bunny,Widdicombe,Bunny.Widdicombe@datascience.aot.com,Female,Platnium,Master Degree,$278.13,"$3,685.31",Waterbury,CT
658,Angeli,Laurenson,Angeli.Laurenson@datascience.aot.com,Male,None,Bachelor Degree,$239.14,"$3,148.16",Baltimore,MD
659,Emmit,Winscom,Emmit.Winscom@datascience.aot.com,Male,Platnium,High School Diploma,$224.59,"$1,764.20",,
660,Jobi,Baseggio,Jobi.Baseggio@datascience.aot.com,Female,Gold,High School Diploma,$334.78,"$3,109.93",Fresno,CA
661,Becca,O'Looney,Becca.O'Looney@datascience.aot.com,Female,Gold,Some College,$387.85,$673.32,Trenton,NJ
662,Prue,Abbiss,Prue.Abbiss@datascience.aot.com,Female,Silver,Bachelor Degree,$397.33,"$3,186.24",Orlando,FL
663,Katlin,Spradbrow,Katlin.Spradbrow@datascience.aot.com,Female,Gold,High School Diploma,$193.99,$996.09,Staten Island,NY
664,Gale,Mithan,Gale.Mithan@datascience.aot.com,Male,Silver,,,,,
665,Ronni,Killeen,Ronni.Killeen@datascience.aot.com,Female,None,Some College,$295.75,"$1,847.08",Atlanta,GA
666,Tyne,Chetter,Tyne.Chetter@datascience.aot.com,Female,Gold,Master Degree,$347.08,"$4,122.82",Farmington,MI
667,Jeni,Yurinov,Jeni.Yurinov@datascience.aot.com,Female,Platnium,Bachelor Degree,$204.53,$946.84,Cleveland,OH
668,Clerissa,Yell,Clerissa.Yell@datascience.aot.com,Female,Silver,High School Diploma,$170.44,"$2,089.79",Charlotte,NC
669,Ulberto,Alberts,Ulberto.Alberts@datascience.aot.com,Non-binary,Platnium,,,,Paterson,NJ
670,Tommy,Brandel,Tommy.Brandel@datascience.aot.com,Male,None,High School Diploma,$308.54,"$4,983.92",Austin,TX
671,Beverley,Kesten,Beverley.Kesten@datascience.aot.com,Female,Gold,High School Diploma,$196.30,$619.43,Miami,FL
672,Milicent,Beggi,Milicent.Beggi@datascience.aot.com,Female,Gold,Master Degree,$188.15,"$4,804.49",Houston,TX
673,Lauree,Kayley,Lauree.Kayley@datascience.aot.com,Female,None,Bachelor Degree,$182.44,"$4,790.19",,
674,Patti,Dobel,Patti.Dobel@datascience.aot.com,Female,Platnium,High School Diploma,$322.14,"$4,427.61",,
675,Shell,Batman,Shell.Batman@datascience.aot.com,Female,Silver,Some College,$322.47,"$4,117.99",Evansville,IN
676,Carina,Eakins,Carina.Eakins@datascience.aot.com,Female,Gold,High School Diploma,$243.61,"$4,491.34",Sarasota,FL
677,Farleigh,Cron,Farleigh.Cron@datascience.aot.com,Male,Gold,High School Diploma,$215.18,$440.41,Washington,DC
678,Ashley,Chaffer,Ashley.Chaffer@datascience.aot.com,Male,Platnium,Some College,$316.88,"$4,722.85",Glendale,AZ
679,Sheba,Book,Sheba.Book@datascience.aot.com,Female,Gold,PhD,$355.63,"$3,084.22",Duluth,MN
680,Nichole,Penna,Nichole.Penna@datascience.aot.com,Male,None,High School Diploma,$255.57,$704.75,Greenville,SC
681,Russ,Clelland,Russ.Clelland@datascience.aot.com,Male,Gold,High School Diploma,$326.08,"$3,531.48",Los Angeles,CA
682,Munroe,Garvill,Munroe.Garvill@datascience.aot.com,Male,Silver,Master Degree,$167.41,"$3,218.67",Houston,TX
683,Daria,Bawle,Daria.Bawle@datascience.aot.com,Non-binary,Silver,Bachelor Degree,$325.32,"$3,339.38",Inglewood,CA
684,Winifield,Roddy,Winifield.Roddy@datascience.aot.com,Male,Gold,PhD,$184.20,"$1,150.48",,
685,Floyd,Jallin,Floyd.Jallin@datascience.aot.com,Male,Platnium,,,,New York City,NY
686,Tobit,Adamolli,Tobit.Adamolli@datascience.aot.com,Male,Gold,Some College,$260.61,"$3,239.66",,
687,Claiborn,Loble,Claiborn.Loble@datascience.aot.com,Male,Silver,PhD,$212.71,"$1,624.50",Tucson,AZ
688,Nataline,Chappelle,Nataline.Chappelle@datascience.aot.com,Female,None,High School Diploma,$361.73,"$4,493.95",Tacoma,WA
689,Glenn,de Guerre,Glenn.de Guerre@datascience.aot.com,Female,None,Some College,$272.45,"$2,299.24",Roanoke,VA
690,York,Breazeall,York.Breazeall@datascience.aot.com,Male,Silver,High School Diploma,$279.37,"$2,134.97",Charleston,SC
691,Timofei,Binning,Timofei.Binning@datascience.aot.com,Male,Platnium,Bachelor Degree,$165.28,"$1,893.11",Gatesville,TX
692,Chrystel,Climson,Chrystel.Climson@datascience.aot.com,Female,Gold,PhD,$355.56,"$2,302.14",,
693,Aura,Westoff,Aura.Westoff@datascience.aot.com,Female,Platnium,High School Diploma,$345.61,"$1,258.59",,
694,Sol,Blondell,Sol.Blondell@datascience.aot.com,Non-binary,Gold,High School Diploma,$397.95,"$1,118.38",,
695,Florinda,Docksey,Florinda.Docksey@datascience.aot.com,Female,Platnium,Bachelor Degree,$350.61,"$1,292.86",Terre Haute,IN
696,Ethyl,Braisby,Ethyl.Braisby@datascience.aot.com,Female,None,Master Degree,$197.48,"$1,840.02",Charleston,WV
697,Florentia,Rundall,Florentia.Rundall@datascience.aot.com,Female,Gold,Bachelor Degree,$173.46,$641.63,Albany,NY
698,Karine,Oxnam,Karine.Oxnam@datascience.aot.com,Female,Gold,PhD,$224.78,$479.45,Raleigh,NC
699,Fianna,Bert,Fianna.Bert@datascience.aot.com,Female,Gold,Bachelor Degree,$236.54,"$2,228.11",Minneapolis,MN
700,Gustaf,Sidebotton,Gustaf.Sidebotton@datascience.aot.com,Male,Platnium,Some College,$229.45,"$4,936.41",Kingsport,TN
701,Jami,Eastham,Jami.Eastham@datascience.aot.com,Female,Gold,PhD,$368.73,"$3,707.91",Seattle,WA
702,Ola,Potte,Ola.Potte@datascience.aot.com,Female,Silver,Master Degree,$256.96,"$4,421.58",Washington,DC
703,Heywood,Hindrick,Heywood.Hindrick@datascience.aot.com,Male,Gold,PhD,$381.93,"$4,440.40",Jeffersonville,IN
704,Dan,Carn,Dan.Carn@datascience.aot.com,Male,Silver,Bachelor Degree,$255.63,"$2,047.04",San Diego,CA
705,Zelda,O'Keenan,Zelda.O'Keenan@datascience.aot.com,Genderfluid,Silver,Master Degree,$343.59,"$2,935.80",Los Angeles,CA
706,Danette,Rechert,Danette.Rechert@datascience.aot.com,Female,Silver,Bachelor Degree,$318.79,"$2,861.87",Torrance,CA
707,Moishe,Elvin,Moishe.Elvin@datascience.aot.com,Male,Silver,PhD,$251.26,"$4,792.17",Toledo,OH
708,Dillon,Chainey,Dillon.Chainey@datascience.aot.com,Male,Platnium,Master Degree,$168.11,$438.85,,
709,Nicola,Theriot,Nicola.Theriot@datascience.aot.com,Female,Gold,PhD,$257.74,"$3,352.86",Beaumont,TX
710,Gay,Stroder,Gay.Stroder@datascience.aot.com,Female,Gold,Some College,$344.73,"$3,637.54",,
711,Saxe,Whyard,Saxe.Whyard@datascience.aot.com,Male,Silver,Master Degree,$378.66,"$4,664.27",Jacksonville,FL
712,Reinhard,Coddington,Reinhard.Coddington@datascience.aot.com,Male,Platnium,Some College,$371.21,"$3,434.68",Greensboro,NC
713,Ketty,Peinton,Ketty.Peinton@datascience.aot.com,Female,Gold,Some College,$336.65,"$1,756.31",Indianapolis,IN
714,Caprice,Ulrik,Caprice.Ulrik@datascience.aot.com,Female,Gold,High School Diploma,$189.39,"$1,524.15",New York City,NY
715,Bone,Duke,Bone.Duke@datascience.aot.com,Male,Silver,PhD,$328.25,"$4,373.76",Salt Lake City,UT
716,Reggy,Putton,Reggy.Putton@datascience.aot.com,Male,Silver,PhD,$335.46,"$3,839.00",Shawnee Mission,KS
717,Manuel,Breton,Manuel.Breton@datascience.aot.com,Male,Silver,Some College,$336.44,$625.65,Oklahoma City,OK
718,Paulette,Figger,Paulette.Figger@datascience.aot.com,Genderfluid,Silver,Master Degree,$377.34,"$3,350.80",Lexington,KY
719,Jephthah,Paris,Jephthah.Paris@datascience.aot.com,Male,None,Master Degree,$300.51,"$3,722.38",Englewood,CO
720,Brittany,Dallewater,Brittany.Dallewater@datascience.aot.com,Female,None,Master Degree,$154.20,"$4,376.23",Columbia,SC
721,Carey,Gierth,Carey.Gierth@datascience.aot.com,Male,Gold,Master Degree,$333.45,"$1,922.85",,
722,Niels,Oller,Niels.Oller@datascience.aot.com,Male,Gold,Some College,$251.59,$718.39,Charlotte,NC
723,Vinny,Fritchley,Vinny.Fritchley@datascience.aot.com,Female,Silver,High School Diploma,$352.48,$777.47,Des Moines,IA
724,Jacquie,Whaley,Jacquie.Whaley@datascience.aot.com,Female,Platnium,Some College,$168.56,"$3,854.28",Detroit,MI
725,Alberto,Lanphier,Alberto.Lanphier@datascience.aot.com,Male,Silver,Master Degree,$332.51,"$1,322.10",Seattle,WA
726,Bernadette,Jaggers,Bernadette.Jaggers@datascience.aot.com,Female,Platnium,Bachelor Degree,$253.16,"$2,437.97",Canton,OH
727,Charlean,Keelan,Charlean.Keelan@datascience.aot.com,Female,Silver,Bachelor Degree,$370.17,"$3,967.37",,
728,Mikel,Minghi,Mikel.Minghi@datascience.aot.com,Male,Platnium,PhD,$214.89,"$2,670.61",Los Angeles,CA
729,Maryann,Barkly,Maryann.Barkly@datascience.aot.com,Female,Gold,Some College,$194.53,$431.27,Arlington,VA
730,Bendix,Verrill,Bendix.Verrill@datascience.aot.com,Male,None,PhD,$255.49,"$2,579.23",Pittsburgh,PA
731,Lonnie,Van Geffen,Lonnie.Van Geffen@datascience.aot.com,Male,Platnium,Bachelor Degree,$231.80,"$4,787.36",Philadelphia,PA
732,Ciro,Oldershaw,Ciro.Oldershaw@datascience.aot.com,Male,Gold,Some College,$396.46,"$1,804.22",Aurora,CO
733,Julietta,Louder,Julietta.Louder@datascience.aot.com,Female,None,PhD,$160.30,"$2,238.24",Denver,CO
734,Valentine,Maw,Valentine.Maw@datascience.aot.com,Male,Gold,High School Diploma,$302.30,"$3,490.30",Roanoke,VA
735,Seward,Pulfer,Seward.Pulfer@datascience.aot.com,Male,Silver,PhD,$291.54,"$1,404.03",New Orleans,LA
736,Judie,Newiss,Judie.Newiss@datascience.aot.com,Female,None,Master Degree,$349.89,"$3,560.07",Denver,CO
737,Prince,Tesimon,Prince.Tesimon@datascience.aot.com,Male,Silver,High School Diploma,$253.65,"$4,413.89",Philadelphia,PA
738,Ellswerth,Koschke,Ellswerth.Koschke@datascience.aot.com,Male,Platnium,High School Diploma,$367.21,"$1,234.29",Fort Lauderdale,FL
739,Lion,Ilewicz,Lion.Ilewicz@datascience.aot.com,Male,Silver,Some College,$186.89,"$3,585.83",Newark,NJ
740,Tallulah,Yosselevitch,Tallulah.Yosselevitch@datascience.aot.com,Genderqueer,Gold,Some College,$215.75,"$1,475.68",Alexandria,VA
741,Zia,Benthall,Zia.Benthall@datascience.aot.com,Female,Platnium,High School Diploma,$351.76,"$1,835.73",,
742,Desiri,Popov,Desiri.Popov@datascience.aot.com,Female,Silver,Some College,$293.40,"$2,054.90",Saint Louis,MO
743,Ivie,Stickells,Ivie.Stickells@datascience.aot.com,Genderqueer,None,Master Degree,$378.00,"$3,803.00",Richmond,VA
744,Bil,Copello,Bil.Copello@datascience.aot.com,Male,Silver,High School Diploma,$161.70,"$4,444.95",Chesapeake,VA
745,Moreen,Matthieson,Moreen.Matthieson@datascience.aot.com,Female,None,PhD,$292.12,"$2,603.67",Johnson City,TN
746,Ezra,Forsdicke,Ezra.Forsdicke@datascience.aot.com,Male,Gold,PhD,$166.55,"$4,297.65",Peoria,IL
747,Rory,Yeend,Rory.Yeend@datascience.aot.com,Female,Gold,Some College,$160.39,$538.03,Birmingham,AL
748,Tris,Shoebotham,Tris.Shoebotham@datascience.aot.com,Male,Gold,High School Diploma,$315.90,"$3,269.25",Indianapolis,IN
749,Donella,Gorman,Donella.Gorman@datascience.aot.com,Female,Gold,Master Degree,$219.04,"$3,493.83",San Antonio,TX
750,Skye,Pydcock,Skye.Pydcock@datascience.aot.com,Male,Silver,Master Degree,$377.80,"$3,032.81",Bismarck,ND
751,Aliza,Capelin,Aliza.Capelin@datascience.aot.com,Female,Silver,Bachelor Degree,$231.70,"$4,455.13",,
752,Eddi,Kerley,Eddi.Kerley@datascience.aot.com,Female,Silver,Some College,$377.13,$536.56,Odessa,TX
753,Karim,Joslyn,Karim.Joslyn@datascience.aot.com,Male,Silver,Master Degree,$367.34,$740.67,San Antonio,TX
754,Tremayne,Le Breton De La Vieuville,Tremayne.Le Breton De La Vieuville@datascience.aot.com,Male,Platnium,Master Degree,$203.17,"$2,506.07",Fort Worth,TX
755,Marta,Tertre,Marta.Tertre@datascience.aot.com,Female,Gold,Bachelor Degree,$262.98,"$4,945.29",Henderson,NV
756,Othello,Ricoald,Othello.Ricoald@datascience.aot.com,Male,Silver,High School Diploma,$197.15,"$2,192.00",,
757,Lind,Ainsley,Lind.Ainsley@datascience.aot.com,Female,Silver,High School Diploma,$288.37,"$4,683.87",,
758,Krishna,Cleft,Krishna.Cleft@datascience.aot.com,Polygender,Gold,Master Degree,$346.18,"$2,504.97",Paterson,NJ
759,Mickie,Managh,Mickie.Managh@datascience.aot.com,Male,Platnium,Bachelor Degree,$350.01,"$2,969.04",Oklahoma City,OK
760,Sofie,Selly,Sofie.Selly@datascience.aot.com,Female,Silver,Master Degree,$349.87,$830.82,Shreveport,LA
761,Harper,Whalley,Harper.Whalley@datascience.aot.com,Agender,Silver,Some College,$172.93,"$3,943.51",Baltimore,MD
762,Maribelle,Liddard,Maribelle.Liddard@datascience.aot.com,Female,None,High School Diploma,$362.63,"$3,483.01",Spring Hill,FL
763,Billy,Bizzey,Billy.Bizzey@datascience.aot.com,Female,None,PhD,$228.51,"$2,718.07",Richmond,VA
764,Jermaine,Drees,Jermaine.Drees@datascience.aot.com,Female,Gold,Master Degree,$390.06,"$3,563.57",Torrance,CA
765,Clemmie,O'Leahy,Clemmie.O'Leahy@datascience.aot.com,Female,None,Some College,$307.00,$743.84,Homestead,FL
766,Monty,Shingler,Monty.Shingler@datascience.aot.com,Bigender,Gold,Master Degree,$299.48,"$2,333.25",Kent,WA
767,Winthrop,Pele,Winthrop.Pele@datascience.aot.com,Male,Platnium,Master Degree,$349.74,"$2,713.68",,
768,Stearn,Diviny,Stearn.Diviny@datascience.aot.com,Male,Gold,High School Diploma,$300.35,$994.74,Birmingham,AL
769,Hestia,Haselup,Hestia.Haselup@datascience.aot.com,Female,None,High School Diploma,$203.03,"$2,599.66",Seattle,WA
770,Glyn,Webley,Glyn.Webley@datascience.aot.com,Female,Platnium,High School Diploma,$376.45,"$4,210.66",Nashville,TN
771,Balduin,Streatley,Balduin.Streatley@datascience.aot.com,Male,Platnium,Master Degree,$365.51,"$3,721.71",Young America,MN
772,Lemuel,De Gogay,Lemuel.De Gogay@datascience.aot.com,Male,Gold,High School Diploma,$296.16,"$3,114.17",Lafayette,LA
773,Gladys,Waldera,Gladys.Waldera@datascience.aot.com,Female,Silver,Some College,$276.95,"$4,249.58",Sacramento,CA
774,Pavlov,Revely,Pavlov.Revely@datascience.aot.com,Genderqueer,Silver,Some College,$393.27,"$4,321.54",Los Angeles,CA
775,Helsa,Larive,Helsa.Larive@datascience.aot.com,Female,Platnium,High School Diploma,$227.53,"$1,278.31",Lansing,MI
776,Lonee,Yacob,Lonee.Yacob@datascience.aot.com,Female,Silver,High School Diploma,$311.28,"$3,129.44",Boca Raton,FL
777,Roberto,Macauley,Roberto.Macauley@datascience.aot.com,Male,Platnium,High School Diploma,$201.90,"$3,875.48",Wichita,KS
778,Sharron,McCreery,Sharron.McCreery@datascience.aot.com,Agender,None,Some College,$312.54,"$3,189.73",Portsmouth,NH
779,Bari,Duck,Bari.Duck@datascience.aot.com,Female,None,Master Degree,$190.98,"$1,360.89",Richmond,VA
780,Blaire,Gauler,Blaire.Gauler@datascience.aot.com,Female,Gold,Master Degree,$261.79,"$1,821.28",Pittsburgh,PA
781,Sutherlan,Epgrave,Sutherlan.Epgrave@datascience.aot.com,Male,Silver,Some College,$399.50,"$1,756.97",Norwalk,CT
782,Garland,MacClay,Garland.MacClay@datascience.aot.com,Female,Gold,Some College,$217.55,"$3,311.44",Richmond,VA
783,Nicko,Minger,Nicko.Minger@datascience.aot.com,Male,Silver,Bachelor Degree,$211.44,"$1,128.56",Topeka,KS
784,Rhody,Pautot,Rhody.Pautot@datascience.aot.com,Female,Platnium,Bachelor Degree,$281.55,"$3,988.63",Bloomington,IL
785,Enriqueta,Finkle,Enriqueta.Finkle@datascience.aot.com,Female,Silver,Master Degree,$382.45,"$1,379.11",Silver Spring,MD
786,Benedict,Lethley,Benedict.Lethley@datascience.aot.com,Male,Platnium,Master Degree,$346.48,"$1,589.17",Savannah,GA
787,Dotty,Pinckney,Dotty.Pinckney@datascience.aot.com,Female,None,Some College,$157.19,"$3,519.73",Garland,TX
788,Haydon,Ferrario,Haydon.Ferrario@datascience.aot.com,Male,Gold,High School Diploma,$287.68,"$2,888.03",Tulsa,OK
789,Rosie,Scoterbosh,Rosie.Scoterbosh@datascience.aot.com,Female,Silver,Some College,$226.13,$718.72,Boulder,CO
790,Keary,Deverille,Keary.Deverille@datascience.aot.com,Male,None,PhD,$270.40,"$2,976.07",New York City,NY
791,Joana,Jerwood,Joana.Jerwood@datascience.aot.com,Female,Gold,Master Degree,$192.77,"$3,788.95",,
792,Evan,Jacquet,Evan.Jacquet@datascience.aot.com,Male,Silver,Some College,$157.82,"$4,402.40",,
793,Jasper,McCready,Jasper.McCready@datascience.aot.com,Bigender,Platnium,Bachelor Degree,$193.18,$770.86,Shawnee Mission,KS
794,Elias,Grosvenor,Elias.Grosvenor@datascience.aot.com,Male,Silver,Some College,$340.47,"$3,175.89",Los Angeles,CA
795,Yorgo,Arran,Yorgo.Arran@datascience.aot.com,Male,Gold,Bachelor Degree,$203.42,"$2,766.17",Fredericksburg,VA
796,Si,McCome,Si.McCome@datascience.aot.com,Male,Platnium,Some College,$360.37,"$1,418.44",,
797,Wait,Cockshott,Wait.Cockshott@datascience.aot.com,Male,Gold,PhD,$334.76,"$1,295.83",Alexandria,LA
798,Gabrielle,Urling,Gabrielle.Urling@datascience.aot.com,Female,Platnium,,,,,
799,Emylee,Sugden,Emylee.Sugden@datascience.aot.com,Genderqueer,Silver,PhD,$369.17,"$4,157.12",New Orleans,LA
800,Juline,Caselick,Juline.Caselick@datascience.aot.com,Female,None,PhD,$235.14,"$2,368.77",Orlando,FL
801,Hermione,Kobu,Hermione.Kobu@datascience.aot.com,Non-binary,Gold,PhD,$253.69,"$3,371.84",Everett,WA
802,Gladi,Umpleby,Gladi.Umpleby@datascience.aot.com,Female,None,PhD,$188.35,"$4,106.26",Roanoke,VA
803,Haily,Jirzik,Haily.Jirzik@datascience.aot.com,Female,None,Master Degree,$339.23,"$2,189.80",Newton,MA
804,Courtney,Leveret,Courtney.Leveret@datascience.aot.com,Female,Silver,High School Diploma,$182.82,"$4,476.84",Mobile,AL
805,Darrin,Sandys,Darrin.Sandys@datascience.aot.com,Male,None,PhD,$363.00,"$4,511.42",Tacoma,WA
806,Gualterio,Olliar,Gualterio.Olliar@datascience.aot.com,Male,Platnium,High School Diploma,$255.04,"$2,943.21",Modesto,CA
807,Astrid,Bissatt,Astrid.Bissatt@datascience.aot.com,Female,Gold,Bachelor Degree,$213.84,$440.61,Rockford,IL
808,Drucill,Canario,Drucill.Canario@datascience.aot.com,Female,None,High School Diploma,$209.43,"$4,183.49",Naples,FL
809,Erminia,Neames,Erminia.Neames@datascience.aot.com,Female,Gold,High School Diploma,$226.20,"$1,199.80",Springfield,MO
810,Malva,Mozzi,Malva.Mozzi@datascience.aot.com,Non-binary,Gold,PhD,$166.20,"$3,064.34",Omaha,NE
811,Godfry,Learmonth,Godfry.Learmonth@datascience.aot.com,Male,Platnium,Master Degree,$160.12,$952.41,Houston,TX
812,Wynny,Thom,Wynny.Thom@datascience.aot.com,Bigender,Gold,High School Diploma,$228.21,$533.54,Fresno,CA
813,Gaspard,Fonzone,Gaspard.Fonzone@datascience.aot.com,Male,Silver,High School Diploma,$327.22,"$1,092.81",Trenton,NJ
814,Chester,Blacklawe,Chester.Blacklawe@datascience.aot.com,Male,Platnium,Master Degree,$217.25,"$4,031.51",Boston,MA
815,Kari,Cockerill,Kari.Cockerill@datascience.aot.com,Female,None,PhD,$212.82,"$2,144.05",,
816,Aleta,Felstead,Aleta.Felstead@datascience.aot.com,Female,Platnium,Master Degree,$196.04,"$2,661.11",Kalamazoo,MI
817,Barri,Zanre,Barri.Zanre@datascience.aot.com,Male,Platnium,PhD,$387.64,"$3,653.62",,
818,Deane,Hamner,Deane.Hamner@datascience.aot.com,Male,None,High School Diploma,$329.09,"$3,772.21",Atlanta,GA
819,Mikaela,Silly,Mikaela.Silly@datascience.aot.com,Polygender,Platnium,Bachelor Degree,$239.70,"$1,967.09",Albany,NY
820,Lucian,Strugnell,Lucian.Strugnell@datascience.aot.com,Genderfluid,Gold,PhD,$254.86,"$3,684.38",Shreveport,LA
821,Carena,Ruffles,Carena.Ruffles@datascience.aot.com,Female,Platnium,Bachelor Degree,$194.89,$636.57,,
822,Hedda,Tuxwell,Hedda.Tuxwell@datascience.aot.com,Female,None,High School Diploma,$211.79,$585.34,Fort Collins,CO
823,Olive,Crimp,Olive.Crimp@datascience.aot.com,Female,Silver,Bachelor Degree,$384.33,"$2,345.38",Boca Raton,FL
824,Raf,Hadgraft,Raf.Hadgraft@datascience.aot.com,Female,None,Bachelor Degree,$291.72,"$2,342.59",Amarillo,TX
825,Silva,Toupe,Silva.Toupe@datascience.aot.com,Female,Silver,Master Degree,$219.94,"$4,208.25",Irving,TX
826,Hammad,Nairne,Hammad.Nairne@datascience.aot.com,Male,Gold,Bachelor Degree,$378.33,"$2,535.55",Springfield,IL
827,Gratiana,Relph,Gratiana.Relph@datascience.aot.com,Female,Platnium,Master Degree,$260.69,"$3,121.92",Arlington,TX
828,Kimmie,Harrismith,Kimmie.Harrismith@datascience.aot.com,Female,Platnium,High School Diploma,$290.28,"$2,807.62",Denver,CO
829,Dedra,Daviot,Dedra.Daviot@datascience.aot.com,Female,Platnium,High School Diploma,$382.17,"$3,915.66",Philadelphia,PA
830,Barry,Gaytor,Barry.Gaytor@datascience.aot.com,Female,Silver,Some College,$384.22,"$2,025.05",Worcester,MA
831,Trix,Babonau,Trix.Babonau@datascience.aot.com,Female,None,High School Diploma,$222.23,"$1,905.24",Huntington,WV
832,Nicolai,Petrasso,Nicolai.Petrasso@datascience.aot.com,Male,None,PhD,$283.13,"$3,878.55",Fort Smith,AR
833,Care,Basire,Care.Basire@datascience.aot.com,Male,Silver,Some College,$221.26,"$4,764.38",Pittsburgh,PA
834,Eddi,Jekyll,Eddi.Jekyll@datascience.aot.com,Female,Platnium,Master Degree,$189.15,$593.14,Winter Haven,FL
835,Ashley,Flook,Ashley.Flook@datascience.aot.com,Genderqueer,None,PhD,$323.27,"$3,104.32",,
836,Dennis,Ashpital,Dennis.Ashpital@datascience.aot.com,Genderqueer,Gold,Some College,$230.57,"$1,801.08",Ogden,UT
837,Augustina,Sans,Augustina.Sans@datascience.aot.com,Polygender,Gold,Master Degree,$150.57,"$1,888.48",,
838,Caleb,Carruthers,Caleb.Carruthers@datascience.aot.com,Genderqueer,Silver,Master Degree,$253.60,"$1,343.63",El Paso,TX
839,Emanuel,Blamphin,Emanuel.Blamphin@datascience.aot.com,Male,Silver,Some College,$329.30,"$4,320.13",Baton Rouge,LA
840,Ahmed,Dunseath,Ahmed.Dunseath@datascience.aot.com,Genderqueer,Platnium,PhD,$265.88,"$3,154.30",Cincinnati,OH
841,Silvester,Bohman,Silvester.Bohman@datascience.aot.com,Male,Silver,Master Degree,$295.20,"$2,213.21",Kissimmee,FL
842,Karoly,Sigfrid,Karoly.Sigfrid@datascience.aot.com,Male,Silver,PhD,$157.24,"$1,427.60",Hartford,CT
843,Pearle,Tomaskov,Pearle.Tomaskov@datascience.aot.com,Female,Platnium,Bachelor Degree,$161.69,"$1,986.35",Jackson,MS
844,Glori,Antoniottii,Glori.Antoniottii@datascience.aot.com,Female,None,Master Degree,$269.07,"$1,507.55",Wilkes Barre,PA
845,Kissiah,Kiffe,Kissiah.Kiffe@datascience.aot.com,Female,Platnium,Bachelor Degree,$347.74,$776.77,Austin,TX
846,Lacie,Arnal,Lacie.Arnal@datascience.aot.com,Female,Gold,High School Diploma,$389.91,$511.85,Saint Louis,MO
847,Bridgette,Thorouggood,Bridgette.Thorouggood@datascience.aot.com,Female,None,PhD,$210.97,"$4,207.81",Mobile,AL
848,Ursala,Bradman,Ursala.Bradman@datascience.aot.com,Female,Gold,Some College,$320.69,"$4,064.91",Oklahoma City,OK
849,Adelaide,Alastair,Adelaide.Alastair@datascience.aot.com,Female,Platnium,Bachelor Degree,$257.07,"$3,062.94",Katy,TX
850,Eward,Cordner,Eward.Cordner@datascience.aot.com,Male,None,Master Degree,$347.08,"$4,554.73",Champaign,IL
851,Alejandrina,Matusovsky,Alejandrina.Matusovsky@datascience.aot.com,Female,Silver,High School Diploma,$388.43,"$1,916.98",Louisville,KY
852,Amandi,Spincke,Amandi.Spincke@datascience.aot.com,Female,Platnium,Some College,$220.09,"$2,483.14",Augusta,GA
853,Alameda,Madge,Alameda.Madge@datascience.aot.com,Female,Gold,PhD,$194.75,"$2,074.02",,
854,Arri,Claussen,Arri.Claussen@datascience.aot.com,Male,None,Bachelor Degree,$208.51,"$3,193.82",Kansas City,MO
855,Adolphe,Flanders,Adolphe.Flanders@datascience.aot.com,Male,Platnium,Master Degree,$319.32,"$2,362.12",South Bend,IN
856,Edith,Duggon,Edith.Duggon@datascience.aot.com,Female,Platnium,Bachelor Degree,$378.23,"$3,654.74",,
857,Layney,Pratt,Layney.Pratt@datascience.aot.com,Female,None,Some College,$242.46,"$4,527.29",Dallas,TX
858,Kenton,Deny,Kenton.Deny@datascience.aot.com,Male,Platnium,Master Degree,$198.34,"$2,098.94",,
859,Giustina,Merredy,Giustina.Merredy@datascience.aot.com,Female,None,High School Diploma,$260.18,$794.41,Scranton,PA
860,Yale,Nagle,Yale.Nagle@datascience.aot.com,Male,None,High School Diploma,$346.82,$554.83,Los Angeles,CA
